"Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-author score","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Parameters","Primary Interaction Type","Publication DB","Publication ID","ScoreAverage","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"","","","",,,"","","","","","pp","","VPR (pp) Q16531","false","","","","","0.82","false","pp","VPR (pp) Q16531","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9Y6G9","false","","","","","0.813","false","pp","VPR (pp) Q9Y6G9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q13409","false","","","","","0.815","false","pp","VPR (pp) Q13409","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q5SW79","false","","","","","0.782","false","pp","VPR (pp) Q5SW79","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) O75179","false","","","","","0.811","false","pp","VPR (pp) O75179","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P21964","false","","","","","0.51","false","pp","VPR (pp) P21964","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) O14929","false","","","","","0.753","false","pp","VPR (pp) O14929","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q13724","false","","","","","0.442","false","pp","VPR (pp) Q13724","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P43243","false","","","","","0.467","false","pp","VPR (pp) P43243","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) O00217","false","","","","","0.428","false","pp","VPR (pp) O00217","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q8IZ07","false","","","","","0.429","false","pp","VPR (pp) Q8IZ07","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q2PZI1","false","","","","","0.422","false","pp","VPR (pp) Q2PZI1","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q16637","false","","","","","0.423","false","pp","VPR (pp) Q16637","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) O00116","false","","","","","0.421","false","pp","VPR (pp) O00116","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q8WXD5","false","","","","","0.422","false","pp","VPR (pp) Q8WXD5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9BT78","false","","","","","0.421","false","pp","VPR (pp) Q9BT78","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q5TAQ9","false","","","","","0.421","false","pp","VPR (pp) Q5TAQ9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9UNS2","false","","","","","0.414","false","pp","VPR (pp) Q9UNS2","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q7L5N1","false","","","","","0.419","false","pp","VPR (pp) Q7L5N1","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q8TEB1","false","","","","","0.411","false","pp","VPR (pp) Q8TEB1","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) O14893","false","","","","","0.412","false","pp","VPR (pp) O14893","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9Y6C9","false","","","","","0.408","false","pp","VPR (pp) Q9Y6C9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P61201","false","","","","","0.411","false","pp","VPR (pp) P61201","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q13098","false","","","","","0.405","false","pp","VPR (pp) Q13098","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q99627","false","","","","","0.405","false","pp","VPR (pp) Q99627","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q5T8D3","false","","","","","0.401","false","pp","VPR (pp) Q5T8D3","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q13619","false","","","","","0.402","false","pp","VPR (pp) Q13619","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P28288","false","","","","","0.391","false","pp","VPR (pp) P28288","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q6ZPD9","false","","","","","0.396","false","pp","VPR (pp) Q6ZPD9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q96A33","false","","","","","0.389","false","pp","VPR (pp) Q96A33","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9UHI6","false","","","","","0.389","false","pp","VPR (pp) Q9UHI6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P17152","false","","","","","0.384","false","pp","VPR (pp) P17152","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P61289","false","","","","","0.388","false","pp","VPR (pp) P61289","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q96PU5","false","","","","","0.384","false","pp","VPR (pp) Q96PU5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P57678","false","","","","","0.384","false","pp","VPR (pp) P57678","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9H840","false","","","","","0.381","false","pp","VPR (pp) Q9H840","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) P13051","false","","","","","0.383","false","pp","VPR (pp) P13051","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9NRK6","false","","","","","0.377","false","pp","VPR (pp) Q9NRK6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) O75386","false","","","","","0.381","false","pp","VPR (pp) O75386","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q9NX00","false","","","","","0.376","false","pp","VPR (pp) Q9NX00","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPR (pp) Q92905","false","","","","","0.376","false","pp","VPR (pp) Q92905","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9GZT3","false","","","","","0.923","false","pp","VPU (pp) Q9GZT3","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P42704","false","","","","","0.945","false","pp","VPU (pp) P42704","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) O14828","false","","","","","0.891","false","pp","VPU (pp) O14828","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9UKB1","false","","","","","0.899","false","pp","VPU (pp) Q9UKB1","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q96P70","false","","","","","0.858","false","pp","VPU (pp) Q96P70","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P40939","false","","","","","0.877","false","pp","VPU (pp) P40939","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q13616","false","","","","","0.856","false","pp","VPU (pp) Q13616","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9NVI7","false","","","","","0.857","false","pp","VPU (pp) Q9NVI7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q86T03","false","","","","","0.841","false","pp","VPU (pp) Q86T03","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P63208","false","","","","","0.847","false","pp","VPU (pp) P63208","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P55084","false","","","","","0.832","false","pp","VPU (pp) P55084","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9UHQ9","false","","","","","0.84","false","pp","VPU (pp) Q9UHQ9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9NQC3","false","","","","","0.814","false","pp","VPU (pp) Q9NQC3","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) O95197","false","","","","","0.824","false","pp","VPU (pp) O95197","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) 9629366","false","","","","","0.807","false","pp","VPU (pp) 9629366","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9UBB4","false","","","","","0.808","false","pp","VPU (pp) Q9UBB4","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P18859","false","","","","","0.795","false","pp","VPU (pp) P18859","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9Y297","false","","","","","0.8","false","pp","VPU (pp) Q9Y297","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P24539","false","","","","","0.782","false","pp","VPU (pp) P24539","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q5T9A4","false","","","","","0.783","false","pp","VPU (pp) Q5T9A4","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q96G23","false","","","","","0.742","false","pp","VPU (pp) Q96G23","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) O14980","false","","","","","0.765","false","pp","VPU (pp) O14980","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P78527","false","","","","","0.721","false","pp","VPU (pp) P78527","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q8TC07","false","","","","","0.731","false","pp","VPU (pp) Q8TC07","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) O75947","false","","","","","0.681","false","pp","VPU (pp) O75947","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P48047","false","","","","","0.717","false","pp","VPU (pp) P48047","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P43487","false","","","","","0.67","false","pp","VPU (pp) P43487","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q969Z0","false","","","","","0.675","false","pp","VPU (pp) Q969Z0","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q15843","false","","","","","0.59","false","pp","VPU (pp) Q15843","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9Y6D6","false","","","","","0.634","false","pp","VPU (pp) Q9Y6D6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P42695","false","","","","","0.472","false","pp","VPU (pp) P42695","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P06576","false","","","","","0.579","false","pp","VPU (pp) P06576","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P20020","false","","","","","0.426","false","pp","VPU (pp) P20020","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) O95573","false","","","","","0.44","false","pp","VPU (pp) O95573","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9Y6D5","false","","","","","0.406","false","pp","VPU (pp) Q9Y6D5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q53GQ0","false","","","","","0.412","false","pp","VPU (pp) Q53GQ0","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P78357","false","","","","","0.398","false","pp","VPU (pp) P78357","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q8IY95","false","","","","","0.402","false","pp","VPU (pp) Q8IY95","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q99653","false","","","","","0.394","false","pp","VPU (pp) Q99653","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P30049","false","","","","","0.395","false","pp","VPU (pp) P30049","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q96F15","false","","","","","0.391","false","pp","VPU (pp) Q96F15","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) O95470","false","","","","","0.392","false","pp","VPU (pp) O95470","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P26038","false","","","","","0.389","false","pp","VPU (pp) P26038","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q15185","false","","","","","0.389","false","pp","VPU (pp) Q15185","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P13598","false","","","","","0.387","false","pp","VPU (pp) P13598","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9HAV4","false","","","","","0.388","false","pp","VPU (pp) Q9HAV4","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q6P2E9","false","","","","","0.386","false","pp","VPU (pp) Q6P2E9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q63HN8","false","","","","","0.387","false","pp","VPU (pp) Q63HN8","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q8NCG7","false","","","","","0.383","false","pp","VPU (pp) Q8NCG7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q6P1M0","false","","","","","0.386","false","pp","VPU (pp) Q6P1M0","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q16537","false","","","","","0.382","false","pp","VPU (pp) Q16537","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9HCU5","false","","","","","0.383","false","pp","VPU (pp) Q9HCU5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) P49792","false","","","","","0.376","false","pp","VPU (pp) P49792","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q86XR8","false","","","","","0.381","false","pp","VPU (pp) Q86XR8","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","VPU (pp) Q9C0E2","false","","","","","0.376","false","pp","VPU (pp) Q9C0E2","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) 9629358","false","","","","","0.946","false","pp","TAT (pp) 9629358","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) P50750","false","","","","","0.88","false","pp","TAT (pp) P50750","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) O60563","false","","","","","0.888","false","pp","TAT (pp) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) O43865","false","","","","","0.834","false","pp","TAT (pp) O43865","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q9UHB7","false","","","","","0.857","false","pp","TAT (pp) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q96HN2","false","","","","","0.768","false","pp","TAT (pp) Q96HN2","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q7L2J0","false","","","","","0.774","false","pp","TAT (pp) Q7L2J0","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q96EB6","false","","","","","0.628","false","pp","TAT (pp) Q96EB6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q4G0J3","false","","","","","0.727","false","pp","TAT (pp) Q4G0J3","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) O75607","false","","","","","0.545","false","pp","TAT (pp) O75607","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q99733","false","","","","","0.554","false","pp","TAT (pp) Q99733","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) P51825","false","","","","","0.454","false","pp","TAT (pp) P51825","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q96JP5","false","","","","","0.46","false","pp","TAT (pp) Q96JP5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q9NXF7","false","","","","","0.419","false","pp","TAT (pp) Q9NXF7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) O15355","false","","","","","0.442","false","pp","TAT (pp) O15355","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) P51784","false","","","","","0.412","false","pp","TAT (pp) P51784","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) P35556","false","","","","","0.419","false","pp","TAT (pp) P35556","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q8NAF0","false","","","","","0.404","false","pp","TAT (pp) Q8NAF0","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q8NCA5","false","","","","","0.406","false","pp","TAT (pp) Q8NCA5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q9C0C9","false","","","","","0.382","false","pp","TAT (pp) Q9C0C9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q9UK99","false","","","","","0.394","false","pp","TAT (pp) Q9UK99","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q03111","false","","","","","0.38","false","pp","TAT (pp) Q03111","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) P31942","false","","","","","0.382","false","pp","TAT (pp) P31942","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","TAT (pp) Q9UQ35","false","","","","","0.38","false","pp","TAT (pp) Q9UQ35","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) 9629359","false","","","","","0.947","false","pp","REV (pp) 9629359","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) P49755","false","","","","","0.664","false","pp","REV (pp) P49755","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q9BVK6","false","","","","","0.769","false","pp","REV (pp) Q9BVK6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q04837","false","","","","","0.542","false","pp","REV (pp) Q04837","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) P82933","false","","","","","0.588","false","pp","REV (pp) P82933","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q7Z7H5","false","","","","","0.446","false","pp","REV (pp) Q7Z7H5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q9Y2Q9","false","","","","","0.542","false","pp","REV (pp) Q9Y2Q9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q9Y6G3","false","","","","","0.42","false","pp","REV (pp) Q9Y6G3","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q13123","false","","","","","0.425","false","pp","REV (pp) Q13123","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q86XZ4","false","","","","","0.405","false","pp","REV (pp) Q86XZ4","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q96BP2","false","","","","","0.411","false","pp","REV (pp) Q96BP2","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) O75037","false","","","","","0.391","false","pp","REV (pp) O75037","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q8WV92","false","","","","","0.398","false","pp","REV (pp) Q8WV92","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q9HD23","false","","","","","0.385","false","pp","REV (pp) Q9HD23","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) P29372","false","","","","","0.387","false","pp","REV (pp) P29372","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q5T3I0","false","","","","","0.382","false","pp","REV (pp) Q5T3I0","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","pp","","REV (pp) Q2TAY7","false","","","","","0.382","false","pp","REV (pp) Q2TAY7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-1077423","","P29372 (EBI-1077423) P29372","false","","","","",,"false","EBI-1077423","P29372 (EBI-1077423) P29372","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-985269","","P35232 (EBI-985269) O14980","false","","","","",,"false","EBI-985269","P35232 (EBI-985269) O14980","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-366642","","P55884 (EBI-366642) Q13347","false","","","","",,"false","EBI-366642","P55884 (EBI-366642) Q13347","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-366692","","P55884 (EBI-366692) Q13347","false","","","","",,"false","EBI-366692","P55884 (EBI-366692) Q13347","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-1394634","","P55884 (EBI-1394634) Q14152","false","","","","",,"false","EBI-1394634","P55884 (EBI-1394634) Q14152","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-1394862","","P55884 (EBI-1394862) Q14152","false","","","","",,"false","EBI-1394862","P55884 (EBI-1394862) Q14152","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-1395516","","P55884 (EBI-1395516) Q14152","false","","","","",,"false","EBI-1395516","P55884 (EBI-1395516) Q14152","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4324092","","Q9UHB7 (EBI-4324092) Q03111","false","","","","",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) Q03111","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610308","","Q9UHB7 (EBI-2610308) Q03111","false","","","","",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) Q03111","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610308","","Q9UHB7 (EBI-2610308) O60563","false","","","","",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-366692","","P55884 (EBI-366692) O75821","false","","","","",,"false","EBI-366692","P55884 (EBI-366692) O75821","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610867","","Q9UHB7 (EBI-2610867) O60563","false","","","","",,"false","EBI-2610867","Q9UHB7 (EBI-2610867) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-366642","","P55884 (EBI-366642) O75821","false","","","","",,"false","EBI-366642","P55884 (EBI-366642) O75821","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4324092","","Q9UHB7 (EBI-4324092) P51825","false","","","","",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) P51825","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610308","","Q9UHB7 (EBI-2610308) P51825","false","","","","",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) P51825","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610867","","Q9UHB7 (EBI-2610867) P50750","false","","","","",,"false","EBI-2610867","Q9UHB7 (EBI-2610867) P50750","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4324092","","Q9UHB7 (EBI-4324092) O60563","false","","","","",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2619975","","Q9UHB7 (EBI-2619975) O60563","false","","","","",,"false","EBI-2619975","Q9UHB7 (EBI-2619975) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4324092","","Q9UHB7 (EBI-4324092) P50750","false","","","","",,"false","EBI-4324092","Q9UHB7 (EBI-4324092) P50750","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2619090","","Q9UHB7 (EBI-2619090) P50750","false","","","","",,"false","EBI-2619090","Q9UHB7 (EBI-2619090) P50750","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610308","","Q9UHB7 (EBI-2610308) P50750","false","","","","",,"false","EBI-2610308","Q9UHB7 (EBI-2610308) P50750","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-3245320","","Q9C0C7 (EBI-3245320) Q9C0C7","false","","","","",,"false","EBI-3245320","Q9C0C7 (EBI-3245320) Q9C0C7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6256156","","P50750 (EBI-6256156) O60563","false","","","","",,"false","EBI-6256156","P50750 (EBI-6256156) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6380688","","P50750 (EBI-6380688) O60563","false","","","","",,"false","EBI-6380688","P50750 (EBI-6380688) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4324121","","P50750 (EBI-4324121) O60563","false","","","","",,"false","EBI-4324121","P50750 (EBI-4324121) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6256156","","P50750 (EBI-6256156) Q9UHB7","false","","","","",,"false","EBI-6256156","P50750 (EBI-6256156) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6380688","","P50750 (EBI-6380688) Q9UHB7","false","","","","",,"false","EBI-6380688","P50750 (EBI-6380688) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4324121","","P50750 (EBI-4324121) Q9UHB7","false","","","","",,"false","EBI-4324121","P50750 (EBI-4324121) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2614664","","P50750 (EBI-2614664) O60563","false","","","","",,"false","EBI-2614664","P50750 (EBI-2614664) O60563","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6256156","","P50750 (EBI-6256156) P51825","false","","","","",,"false","EBI-6256156","P50750 (EBI-6256156) P51825","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6380688","","P50750 (EBI-6380688) P51825","false","","","","",,"false","EBI-6380688","P50750 (EBI-6380688) P51825","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4324121","","P50750 (EBI-4324121) P51825","false","","","","",,"false","EBI-4324121","P50750 (EBI-4324121) P51825","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-375407","","P33993 (EBI-375407) P33991","false","","","","",,"false","EBI-375407","P33993 (EBI-375407) P33991","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6894398","","P33993 (EBI-6894398) P33991","false","","","","",,"false","EBI-6894398","P33993 (EBI-6894398) P33991","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6256156","","P50750 (EBI-6256156) Q03111","false","","","","",,"false","EBI-6256156","P50750 (EBI-6256156) Q03111","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6380688","","P50750 (EBI-6380688) Q03111","false","","","","",,"false","EBI-6380688","P50750 (EBI-6380688) Q03111","","","","","","","","","","","","","","","",""
